,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Seating_Capacity,Compression_Ratio,Turbocharger,max_power,max_power_rpm,max_torque,max_torque_rpm
0,Tata,Nano Genx,Xt,292667,624.0,2.0,2.0,RWD (Rear Wheel Drive),BS IV,"Rear, Transverse",Injection,24.0,Petrol,23.6,660.0,4,180.0,4.0,,False,27.948962,5500.0,51.0,4000.0
1,Tata,Nano Genx,Xe,236447,624.0,2.0,2.0,RWD (Rear Wheel Drive),BS IV,"Rear, Transverse",Injection,24.0,Petrol,23.6,725.0,4,180.0,4.0,,False,27.948962,5500.0,51.0,4000.0
2,Tata,Nano Genx,Xta,334768,624.0,2.0,2.0,RWD (Rear Wheel Drive),BS IV,"Rear, Transverse",Injection,24.0,Petrol,21.9,725.0,5,180.0,4.0,,False,27.948962,5500.0,51.0,4000.0
3,Tata,Nano Genx,Xm,272223,624.0,2.0,2.0,RWD (Rear Wheel Drive),BS IV,"Rear, Transverse",Injection,24.0,Petrol,23.6,725.0,4,180.0,4.0,,False,27.948962,5500.0,51.0,4000.0
4,Tata,Nano Genx,Xma,314815,624.0,2.0,2.0,RWD (Rear Wheel Drive),BS IV,"Rear, Transverse",Injection,24.0,Petrol,21.9,710.0,5,180.0,4.0,,False,27.948962,5500.0,51.0,4000.0
5,Renault,Kwid,Rxe 0.8,353290,799.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,25.17,669.0,6,184.0,5.0,,False,39.716946,5678.0,72.0,4386.0
6,Renault,Kwid,Std 0.8,283290,799.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,25.17,669.0,5,184.0,5.0,,False,39.716946,5678.0,72.0,4386.0
7,Renault,Kwid,Rxl 0.8,383290,799.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,25.17,669.0,5,184.0,5.0,,False,39.716946,5678.0,72.0,4386.0
8,Renault,Kwid,Rxt 0.8,413290,799.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,25.17,669.0,5,184.0,5.0,,False,39.716946,5678.0,72.0,4386.0
9,Renault,Kwid,Rxt 1.0,433290,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,23.01,669.0,5,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
10,Renault,Kwid,Climber 1.0 Mt,454490,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,23.01,669.0,5,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
11,Renault,Kwid,Rxt Amt 1.0,463290,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,24.04,669.0,,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
12,Renault,Kwid,Climber Amt 1.0,484490,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,24.04,669.0,,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
13,Renault,Kwid,Rxt (O) 1.0,440990,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,23.01,669.0,5,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
14,Renault,Kwid,Rxt (O) Amt 1.0,470990,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,23.01,669.0,5,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
15,Renault,Kwid,Climber (O) Mt 1.0,462190,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,23.01,669.0,5,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
16,Renault,Kwid,Climber (O) Amt 1.0,492190,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,28.0,Petrol,24.04,669.0,,184.0,5.0,,False,50.013932000000004,5500.0,91.0,4250.0
17,Maruti Suzuki,Eeco,5 Str,352136,1196.0,4.0,4.0,RWD (Rear Wheel Drive),BS 6,"Front, Longitudinal",Injection,40.0,Petrol,15.0,920.0,5,160.0,5.0,9.9,False,53.691427000000004,6000.0,101.0,3000.0
18,Maruti Suzuki,Eeco,7 Str,380573,1196.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Longitudinal",Injection,40.0,Petrol,15.0,940.0,5,160.0,7.0,9.9,False,54.426926,6000.0,101.0,3000.0
19,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196.0,4.0,4.0,RWD (Rear Wheel Drive),BS 6,"Front, Longitudinal",Injection,40.0,Petrol,15.0,928.0,5,160.0,5.0,9.9,False,53.691427000000004,6000.0,101.0,3000.0
20,Maruti Suzuki,Alto K10,Lxi,377588,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,24.07,745.0,5,160.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
21,Maruti Suzuki,Alto K10,Vxi,394036,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,24.07,750.0,5,160.0,5.0,,False,50.013932000000004,6200.0,90.0,3500.0
22,Maruti Suzuki,Alto K10,Lx,360843,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,24.07,740.0,5,160.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
23,Maruti Suzuki,Alto K10,Vxi (O),407238,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,24.07,755.0,5,160.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
24,Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,24.07,755.0,5,160.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
25,Datsun,Go,D,374990,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
26,Datsun,Go,T,468229,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
27,Datsun,Go,T (O),502492,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
28,Datsun,Go,A (O),499990,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
29,Datsun,Go,A,469990,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
30,Datsun,Go,T Vdc,528464,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
31,Datsun,Go,T (O) Vdc,553015,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,50.013932000000004,5000.0,104.0,4000.0
32,Datsun,Go,T Cvt,594464,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,57.368922,5000.0,104.0,4000.0
33,Datsun,Go,T (O) Cvt,618015,1198.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,20.1,864.0,5,180.0,5.0,,False,57.368922,5000.0,104.0,4000.0
34,Maruti Suzuki,Celerio Tour,H2,422444,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,830.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
35,Tata,Tiago,Revotron Xe,460000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,23.0,935.0,5,,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
36,Tata,Tiago,Revotron Xt,520000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,23.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
37,Tata,Tiago,Revotron Xz,570000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,23.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
38,Tata,Tiago,Revotron Xz Plus,599000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,23.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
39,Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,23.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
40,Tata,Tiago,Revotron Xza,620000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,24.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
41,Tata,Tiago,Revotron Xza Plus,649000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,24.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
42,Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,35.0,Petrol,24.0,930.0,5,170.0,5.0,,False,63.252914000000004,6000.0,114.0,3300.0
43,Maruti Suzuki,Celerio X,Vxi (O),481074,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
44,Maruti Suzuki,Celerio X,Vxi,475198,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
45,Maruti Suzuki,Celerio X,Vxi Amt,518198,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
46,Maruti Suzuki,Celerio X,Vxi Amt (O),524074,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
47,Maruti Suzuki,Celerio X,Zxi,499734,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
48,Maruti Suzuki,Celerio X,Zxi (O),540350,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
49,Maruti Suzuki,Celerio X,Zxi Amt,542735,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
50,Maruti Suzuki,Celerio X,Zxi Amt (O),552350,998.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.1,810.0,5,165.0,5.0,,False,50.013932000000004,6000.0,90.0,3500.0
51,Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,32.0,Petrol,20.89,860.0,,180.0,5.0,,False,61.046417,6000.0,113.0,4200.0
52,Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,32.0,Petrol,20.89,860.0,,180.0,5.0,,False,61.046417,6000.0,113.0,4200.0
53,Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,32.0,Petrol,20.89,825.0,5,180.0,5.0,,False,61.046417,6000.0,113.0,4200.0
54,Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,32.0,Petrol,20.89,825.0,5,180.0,5.0,,False,61.046417,6000.0,113.0,4200.0
55,Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,32.0,Petrol,20.89,825.0,,180.0,5.0,,False,61.046417,6000.0,113.0,4200.0
56,Renault,Triber,Rxe,495000,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,20.5,947.0,5,182.0,7.0,,False,52.955928,62050.0,96.0,3500.0
57,Renault,Triber,Rxl,559000,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,20.5,947.0,5,182.0,7.0,,False,52.955928,62050.0,96.0,3500.0
58,Renault,Triber,Rxt,609000,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,20.5,947.0,5,182.0,7.0,,False,52.955928,62050.0,96.0,3500.0
59,Renault,Triber,Rxz,663000,999.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,20.5,947.0,5,182.0,7.0,,False,52.955928,62050.0,96.0,3500.0
60,Premier,Rio,Gx,506000,1173.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Petrol,16.0,1080.0,5,200.0,5.0,,False,56.339223399999995,5800.0,103.9,3875.0
61,Premier,Rio,Ex,568623,1489.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Diesel,16.0,1145.0,5,200.0,5.0,,True,47.071936,4000.0,152.0,2500.0
62,Premier,Rio,Glx,670000,1173.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Petrol,16.0,1080.0,5,200.0,5.0,,False,56.339223399999995,5800.0,103.9,3875.0
63,Premier,Rio,Dx,603000,1489.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Diesel,16.0,1145.0,5,200.0,5.0,,True,47.071936,4000.0,152.0,2250.0
64,Premier,Rio,Lx,739000,1489.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Diesel,16.0,1145.0,5,200.0,5.0,,True,47.071936,4000.0,152.0,2250.0
65,Premier,Rio,Crdi4,739000,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,46.0,Diesel,23.7,1145.0,5,200.0,5.0,,True,52.955928,4000.0,183.0,2100.0
66,Toyota,Etios Liva,G,520300,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,10.5,False,58.83992,5600.0,104.0,3100.0
67,Toyota,Etios Liva,V,581000,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,10.5,False,58.83992,5600.0,104.0,3100.0
68,Toyota,Etios Liva,Gd,647800,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,10.5,False,50.013932000000004,3800.0,170.0,2100.0
69,Toyota,Etios Liva,Vx,630000,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,10.5,False,58.83992,5600.0,104.0,3100.0
70,Toyota,Etios Liva,Vxd,745000,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,False,50.013932000000004,3800.0,170.0,2100.0
71,Toyota,Etios Liva,Vd,704000,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,True,50.013932000000004,3800.0,170.0,2100.0
72,Toyota,Etios Liva,Dual Tone V,597700,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,,False,58.83992,5600.0,104.0,3100.0
73,Toyota,Etios Liva,Dual Tone Vd,720700,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,True,50.013932000000004,3800.0,170.0,2100.0
74,Toyota,Etios Liva,Dual Tone Vx,641700,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,,False,58.83992,5600.0,104.0,3100.0
75,Toyota,Etios Liva,Dual Tone Vxd,756700,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,False,50.013932000000004,3800.0,170.0,2100.0
76,Toyota,Etios Liva,Gx,558400,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,,False,58.83992,5600.0,104.0,3100.0
77,Toyota,Etios Liva,Gxd,686000,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,False,50.013932000000004,3800.0,170.0,2100.0
78,Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.16,895.0,5,170.0,5.0,10.5,False,58.83992,5600.0,104.0,3100.0
79,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,1364.0,4.0,2.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,23.59,895.0,5,170.0,5.0,,False,50.013932000000004,3800.0,170.0,2100.0
80,Tata,Bolt,Xt Diesel,787980,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Diesel,22.95,1132.0,5,165.0,5.0,,True,55.162425,4000.0,190.0,2375.0
81,Tata,Bolt,Xe Diesel,661111,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Diesel,22.95,1132.0,5,165.0,5.0,,True,55.162425,4000.0,190.0,2375.0
82,Tata,Bolt,Xm Diesel,693798,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Diesel,22.95,1132.0,5,165.0,5.0,,True,55.162425,4000.0,190.0,2375.0
83,Tata,Bolt,Xms Diesel,719661,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Diesel,22.95,1132.0,5,165.0,5.0,,False,55.162425,4000.0,190.0,2375.0
84,Tata,Bolt,Xt Petrol,674960,1193.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Petrol,17.57,1095.0,5,165.0,5.0,,False,66.19491000000001,5000.0,140.0,2750.0
85,Tata,Bolt,Xe Petrol,529035,1193.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Petrol,17.57,1095.0,5,165.0,5.0,,True,66.19491000000001,5000.0,140.0,2750.0
86,Tata,Bolt,Xm Petrol,590268,1193.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Petrol,17.57,1095.0,5,165.0,5.0,,True,66.19491000000001,5000.0,140.0,2750.0
87,Tata,Bolt,Xms Petrol,614515,1193.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,44.0,Petrol,17.57,1095.0,5,165.0,5.0,,True,66.19491000000001,5000.0,140.0,2750.0
88,Hyundai,Xcent Prime,T,536859,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,43.0,Petrol,15.7,1100.0,5,165.0,5.0,,False,61.046417,6000.0,114.0,6000.0
89,Hyundai,Xcent Prime,T+ Crdi,639616,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,43.0,Diesel,20.14,1100.0,5,165.0,5.0,,False,52.199000000000005,4000.0,114.0,6000.0
90,Hyundai,Xcent Prime,T Crdi,620297,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,43.0,Diesel,20.0,1100.0,5,165.0,5.0,,False,52.220429,4000.0,114.0,6000.0
91,Maruti Suzuki,Dzire Tour,Ldi,653523,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Diesel,28.4,1045.0,,170.0,5.0,17.6,True,55.162425,4000.0,190.0,2000.0
92,Maruti Suzuki,Dzire Tour,Lxi,553423,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,22.0,935.0,5,170.0,5.0,11.0,False,61.046417,6000.0,115.0,4000.0
93,Hyundai,Elite I20,Era 1.2,559693,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1066.0,5,165.0,5.0,10.5,False,61.781916,6000.0,115.0,4000.0
94,Hyundai,Elite I20,Era 1.4 Crdi,697803,1396.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,22.54,1510.0,6,170.0,5.0,10.5,True,66.19491000000001,4000.0,220.0,1500.0
95,Hyundai,Elite I20,Magna Plus,634950,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1058.0,5,170.0,5.0,10.5,False,61.781916,6000.0,115.0,4000.0
96,Hyundai,Elite I20,Magna Plus Crdi,770803,1396.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,22.54,1510.0,6,170.0,5.0,10.5,True,66.19491000000001,4000.0,220.0,1500.0
97,Hyundai,Elite I20,Sportz Plus,721693,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1060.0,5,170.0,5.0,10.5,False,61.781916,6000.0,115.0,4000.0
98,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,22.54,1515.0,6,170.0,5.0,10.5,True,66.19491000000001,4000.0,220.0,1500.0
99,Hyundai,Elite I20,Asta (O) 1.2,808993,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.15,1515.0,5,170.0,5.0,10.5,False,61.781916,6000.0,114.0,4000.0
100,Hyundai,Elite I20,Asta (O) Crdi,934003,1396.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,22.54,1515.0,6,170.0,5.0,,False,66.19491000000001,4000.0,220.0,2125.0
101,Hyundai,Elite I20,Asta (O) Cvt,920993,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1066.0,5,170.0,5.0,10.5,False,61.046417,6000.0,115.0,4000.0
102,Hyundai,Elite I20,Sportz Plus Dual Tone,751693,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1060.0,5,170.0,5.0,10.5,False,61.781916,6000.0,115.0,4000.0
103,Hyundai,Elite I20,Sportz Plus Cvt,831693,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.6,1060.0,5,170.0,5.0,10.5,False,61.781916,6000.0,115.0,4000.0
104,Hyundai,Elite I20,Sportz Plus Crdi,846103,1396.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,22.54,1515.0,6,170.0,5.0,10.5,True,66.19491000000001,4000.0,220.0,1500.0
105,Volkswagen,Polo,Trendline 1.0L (P),582000,999.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.78,1033.0,5,165.0,5.0,,False,55.897924,6200.0,95.0,3650.0
106,Volkswagen,Polo,Comfortline 1.0 (P),676500,999.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.78,1049.0,5,165.0,5.0,10.5,False,55.897924,6200.0,95.0,3650.0
107,Volkswagen,Polo,Highline Plus 1.0 (P),776500,999.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,18.78,1053.0,5,165.0,5.0,10.3,False,55.897924,6200.0,95.0,3650.0
108,Volkswagen,Polo,Trendline 1.5L (D),734500,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,20.14,1033.0,5,165.0,5.0,,True,66.19491000000001,4200.0,230.0,2000.0
109,Volkswagen,Polo,Comfortline 1.5 (D),851500,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,20.14,1142.0,5,165.0,5.0,,True,66.19491000000001,4200.0,230.0,2000.0
110,Volkswagen,Polo,Highline Plus 1.5 (D),931500,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,20.14,1158.0,5,165.0,5.0,,True,66.19491000000001,4200.0,230.0,2000.0
111,Volkswagen,Polo,Gt Tsi,976000,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,17.21,1109.0,7,165.0,5.0,,False,77.227395,5000.0,175.0,2800.0
112,Volkswagen,Polo,Gt Tdi,988500,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,19.91,1148.0,5,165.0,5.0,,True,80.90489,4400.0,250.0,2000.0
113,Maruti Suzuki,Dzire,Lxi,582613,1197.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,37.0,Petrol,22.0,860.0,5,163.0,5.0,11.0,False,62.0025657,6000.0,115.0,4000.0
