,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Seating_Capacity,Compression_Ratio,Turbocharger,max_power,max_power_rpm,max_torque,max_torque_rpm
772,,Mercedes-Benz Gla-Class,45 Aero Edition,8067000,1991.0,4.0,4.0,4WD,BS IV,"Front, Longitudinal",Injection,50.0,Petrol,13.8,1720.0,7,183.0,5.0,8.6,True,275.812125,6000.0,475.0,3625.0
773,Honda,Accord Hybrid,2.0 At,4321237,1993.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,60.0,Hybrid,23.1,1620.0,5,155.0,5.0,9.4,False,106.647355,6200.0,175.0,4000.0
774,Bmw,5-Series,520D Luxury Line,5930000,1995.0,4.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,18.12,1705.0,8,158.0,5.0,,True,139.74481,4000.0,400.0,2125.0
775,Bmw,5-Series,530D M Sport,6680000,2993.0,6.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,14.69,1705.0,8,158.0,5.0,,True,189.758742,4000.0,560.0,2250.0
776,Bmw,5-Series,530I M Sport,5980000,1998.0,6.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Petrol,15.01,1705.0,8,158.0,5.0,,True,185.34574800000001,5200.0,350.0,3125.0
777,Bmw,6-Series,630D Gt Luxury Line,6890000,2993.0,6.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,88.0,Diesel,16.46,1865.0,8,152.0,4.0,,True,194.90723500000001,4000.0,620.0,2250.0
778,Bmw,6-Series,630D Gt M Sport,7450000,2993.0,6.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,88.0,Diesel,16.46,1865.0,8,152.0,4.0,,True,194.90723500000001,4000.0,620.0,2250.0
779,Bmw,6-Series,620D Gt Luxury Line,6440000,1995.0,4.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,66.0,Diesel,21.76,1720.0,8,138.0,4.0,,True,138.273812,4000.0,400.0,1750.0
780,Porsche,Macan,Base,6998000,1984.0,6.0,4.0,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",Injection,65.0,Petrol,10.8,1865.0,7,190.0,5.0,16.8,True,182.403752,5000.0,370.0,1600.0
781,Jaguar,F-Type,Svr Convertible,28004965,5000.0,8.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Petrol,12.05,1720.0,8,,2.0,9.5,False,417.027933,6500.0,700.0,3500.0
782,Jaguar,F-Type,2.0L Coupe,9092578,1997.0,6.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,63.0,Petrol,15.3,1577.0,8,,2.0,,True,221.4729,5500.0,400.0,1500.0
783,Jaguar,F-Type,2.0 Convertible R Dynamic,10419200,1997.0,8.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,63.0,Petrol,10.7,1665.0,8,113.0,2.0,,True,221.4729,5500.0,400.0,1500.0
784,Jaguar,F-Type,2.0 Coupe R Dynamic,9366433,1997.0,4.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,63.0,Petrol,10.85,1730.0,8,113.0,2.0,,True,221.4729,5500.0,400.0,1500.0
785,Bmw,M5,Competition,15490000,4395.0,8.0,4.0,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",Injection,68.0,Petrol,9.8,1950.0,8,,4.0,10.0,False,459.686875,6000.0,750.0,3830.0
786,Lexus,Lx 570,V8,23290000,5700.0,,8.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,93.0,Diesel,18.0,2660.0,6,,7.0,,False,279.48962,6000.0,546.0,2100.0
787,Ferrari,458 Spider,V8,43367500,3902.0,8.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,86.0,Petrol,5.5,1525.0,7,,2.0,,False,492.048831,8000.0,760.0,3000.0
788,Maruti Suzuki R,Wagon,1.2L Vxi,513501,1197.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,32.0,Petrol,21.5,830.0,5,,5.0,,False,61.046417,6000.0,113.0,4200.0
789,Maruti Suzuki R,Wagon,1.2L Vxi (O),520500,1197.0,3.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,32.0,Petrol,21.5,830.0,5,,5.0,,False,61.046417,6000.0,113.0,4200.0
790,Tata,Tiago Nrg,1.2L Revotron,594993,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.84,1017.0,5,180.0,5.0,,False,62.517415,6000.0,114.0,3500.0
791,Tata,Tiago Nrg,1.05L Revotorq,689993,1047.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Diesel,27.28,1085.0,5,180.0,5.0,,False,51.48493,4000.0,140.0,2400.0
792,Tata,Tiago Nrg,1.2L Revotron Amt,639993,1199.0,3.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,35.0,Petrol,23.84,1017.0,5,180.0,5.0,,False,62.517415,6000.0,114.0,3500.0
793,Toyota,Camry,Hybrid,3788000,2487.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Hybrid,23.2,1665.0,,,5.0,,False,130.918822,5700.0,221.0,4400.0
794,Audi,A5,Sportback,6061200,1968.0,4.0,,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,,Diesel,19.2,2115.0,7,,5.0,,True,139.74481,4000.0,400.0,2375.0
795,Lexus,Ls 500H,Luxury,18221000,3456.0,6.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Transverse",Injection,82.0,Hybrid,15.4,2300.0,,,5.0,13.0,False,219.914201,6600.0,350.0,5100.0
796,Lexus,Ls 500H,Ultra Luxury,18736000,3456.0,6.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Transverse",Injection,82.0,Hybrid,15.4,2322.0,,,5.0,13.0,False,219.914201,6600.0,350.0,5100.0
797,Lexus,Ls 500H,Distinct,19371000,3456.0,6.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Transverse",Injection,82.0,Hybrid,15.4,2345.0,,,5.0,13.0,False,219.914201,6600.0,350.0,5100.0
798,,Rolls-Royce Phantom,Sedan,95000000,6749.0,12.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,100.0,Petrol,23.0,2649.0,8,164.0,5.0,11.0,False,338.32954,5350.0,720.0,3500.0
799,,Rolls-Royce Phantom,Ewb,75400000,6749.0,12.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,100.0,Petrol,23.0,2694.0,8,164.0,5.0,11.0,False,338.32954,5350.0,720.0,3500.0
800,Fiat,Punto Evo,Dynamic 1.2,535562,1172.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Petrol,15.7,1095.0,5,185.0,5.0,,False,50.013932000000004,6000.0,96.0,2500.0
801,Fiat,Punto Evo,Active Multijet 1.3,631292,1172.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,20.5,1095.0,,185.0,5.0,,False,55.897924,4000.0,197.0,1750.0
802,Fiat,Punto Evo,Dynamic Multijet 1.3,692655,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,45.0,Diesel,20.3,1165.0,,185.0,5.0,,False,55.897924,4000.0,197.0,1750.0
803,Fiat,Punto Evo,Emotion Multijet 1.3,747774,1248.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,45.0,Diesel,21.2,1095.0,5,185.0,5.0,,True,55.897924,4000.0,197.0,1750.0
804,Toyota,Yaris,J,940000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,,Injection,42.0,Petrol,17.1,1090.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
805,Toyota,Yaris,G,1055000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1095.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
806,Toyota,Yaris,V,1174000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1105.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
807,Toyota,Yaris,Vx Cvt,1418000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.8,1135.0,7,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
808,Toyota,Yaris,G Cvt,1175000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.8,1115.0,7,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
809,Toyota,Yaris,J Cvt,1010000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.8,1110.0,7,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
810,Toyota,Yaris,V Cvt,1294000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.8,1125.0,7,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
811,Toyota,Yaris,Vx,1296000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1120.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
812,Toyota,Yaris,V (O),1197000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1105.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
813,Toyota,Yaris,J (O),876000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,,Injection,42.0,Petrol,17.1,1090.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
814,Toyota,Yaris,G (O),974000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1095.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
815,Toyota,Yaris,J (O) Cvt,935000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,,Injection,42.0,Petrol,17.1,1090.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
816,Toyota,Yaris,G (O) Cvt,1083000,1496.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1095.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
817,Toyota,Yaris,V (O) Cvt,1317000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,42.0,Petrol,17.1,1105.0,6,152.0,5.0,,False,78.698393,6000.0,140.0,4200.0
818,Skoda,Octavia,Ambition 1.4 Tsi,1599599,1395.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,16.7,1260.0,6,155.0,5.0,,True,102.96986,6000.0,250.0,2500.0
819,Skoda,Octavia,Ambition 2.0 Tdi Cr,1799599,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Longitudinal",Injection,50.0,Diesel,21.0,1340.0,6,155.0,5.0,,True,105.176357,4000.0,320.0,2375.0
820,Skoda,Octavia,Style 1.4 Tsi,1899599,1395.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,16.7,1260.0,6,155.0,5.0,,True,102.96986,6000.0,250.0,2500.0
821,Skoda,Octavia,Style 1.8 Tsi At,2059599,1798.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,15.1,1376.0,7,155.0,5.0,,True,132.38982000000001,6200.0,250.0,3125.0
822,Skoda,Octavia,Style 2.0 Tdi Cr,2079599,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,21.0,1340.0,6,155.0,5.0,,True,105.176357,4000.0,320.0,2375.0
823,Skoda,Octavia,Style 2.0 Tdi Cr At,2299599,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,19.5,1395.0,6,155.0,5.0,,True,105.176357,4000.0,320.0,2375.0
824,Skoda,Octavia,L & K 1.8 Tsi At,2359599,1798.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,15.1,1376.0,7,155.0,5.0,,True,132.38982000000001,6200.0,250.0,3125.0
825,Skoda,Octavia,L & K 2.0 Tdi Cr At,2359599,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,19.5,1395.0,6,155.0,5.0,,True,105.176357,4000.0,320.0,2375.0
826,Skoda,Octavia,Corporate Edition 1.4 Tsi,1549000,1395.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,16.7,1260.0,6,155.0,5.0,,True,102.96986,6000.0,250.0,2500.0
827,Skoda,Octavia,Corporate Edition 2.0 Tdi,1699000,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,21.0,1340.0,6,155.0,5.0,,True,103.705359,4000.0,320.0,2375.0
828,Skoda,Octavia,Onyx 1.8 Tsi Dsg,1999599,1798.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Petrol,15.1,1376.0,7,155.0,5.0,,True,132.38982000000001,6200.0,250.0,3125.0
829,Skoda,Octavia,Onyx 2.0 Tdi Dsg,2199599,1968.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,19.5,1395.0,6,155.0,5.0,,True,105.176357,4000.0,320.0,2375.0
830,Porsche,Cayenne Coupe,Base,13151000,2995.0,6.0,4.0,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",Injection,75.0,Petrol,11.6,2030.0,8,,,,True,250.06966,5850.0,450.0,3320.0
831,Porsche,Cayenne Coupe,Turbo,19763000,2995.0,8.0,4.0,AWD (All Wheel Drive),BS 6,"Front, Longitudinal",Injection,90.0,Petrol,15.3,2200.0,8,,,,True,404.52445,5875.0,770.0,3250.0
832,Mahindra,Verito,1.5 D2,748370,1461.0,4.0,3.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,21.0,1140.0,5,172.0,5.0,15.2,True,47.807435,4000.0,160.0,2000.0
833,Mahindra,Verito,1.5 D4 Bs-Iv,772617,1461.0,4.0,3.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,21.0,1140.0,5,172.0,5.0,15.2,True,47.807435,4000.0,160.0,2000.0
834,Mahindra,Verito,1.5 D6 Bs-Iv,845154,1461.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,50.0,Diesel,21.0,1140.0,5,172.0,5.0,15.2,True,88.25988,4000.0,280.0,2600.0
835,Mitsubishi,Pajero Sport,2.5 Mt,2903750,2477.0,4.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,10.77,1935.0,5,215.0,7.0,,True,130.918822,4000.0,400.0,2000.0
836,Mitsubishi,Pajero Sport,2.5 At,2835500,2477.0,4.0,2.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,10.77,1935.0,5,215.0,7.0,10.0,True,130.918822,4000.0,350.0,2650.0
837,Mitsubishi,Pajero Sport,Limited Edition,2953240,2477.0,4.0,4.0,4WD,BS IV,"Front, Longitudinal",Injection,70.0,Diesel,10.77,2040.0,5,215.0,7.0,10.0,True,130.918822,4000.0,400.0,2250.0
838,Mitsubishi,Pajero Sport,Select Plus Mt,2992800,2477.0,4.0,4.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,10.77,1935.0,5,215.0,7.0,,True,130.918822,4000.0,400.0,2000.0
839,Mitsubishi,Pajero Sport,Select Plus At,2952500,2477.0,4.0,2.0,RWD (Rear Wheel Drive),BS IV,"Front, Longitudinal",Injection,70.0,Diesel,10.77,1935.0,5,215.0,7.0,10.0,True,130.918822,4000.0,350.0,2650.0
840,Bentley,Flying Spur,V8,34167064,3993.0,8.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,90.0,Petrol,4.0,2417.0,8,142.0,4.0,9.0,True,372.897993,6000.0,660.0,1700.0
841,Bentley,Flying Spur,W12,39382083,5998.0,12.0,4.0,AWD (All Wheel Drive),BS IV,"Rear, Longitudinal",Injection,90.0,Petrol,4.0,2475.0,8,110.0,4.0,9.0,True,453.067384,6100.0,800.0,3850.0
842,Honda,City,Sv Mt Petrol,991000,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,17.4,1063.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
843,Honda,City,V Mt Petrol,1065900,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,17.8,1061.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
844,Honda,City,Vx Mt Petrol,1182000,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,17.4,1084.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
845,Honda,City,Vx Cvt Petrol,1312000,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,18.0,1100.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
846,Honda,City,Sv Mt Diesel,1111000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,40.0,Diesel,25.6,1147.0,6,165.0,5.0,10.4,True,73.54990000000001,3600.0,200.0,1750.0
847,Honda,City,V Mt Diesel,1191000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,40.0,Diesel,25.6,1148.0,6,165.0,5.0,10.4,True,73.54990000000001,3600.0,200.0,1750.0
848,Honda,City,Vx Mt Diesel,1302000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,40.0,Diesel,25.1,1170.0,6,165.0,5.0,10.4,True,73.54990000000001,3600.0,200.0,1750.0
849,Honda,City,Zx Mt Diesel,1421000,1498.0,4.0,4.0,FWD (Front Wheel Drive),BS IV,"Front, Transverse",Injection,40.0,Diesel,25.1,1175.0,6,165.0,5.0,10.4,True,73.54990000000001,3600.0,200.0,1750.0
850,Honda,City,Zx Cvt Petrol,1431000,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,22.6,1107.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
851,Honda,City,V Cvt Petrol,1201000,1497.0,4.0,4.0,FWD (Front Wheel Drive),BS 6,"Front, Transverse",Injection,40.0,Petrol,17.8,1080.0,5,165.0,5.0,10.4,False,87.524381,6600.0,145.0,4600.0
852,Mitsubishi,Montero,3.2 At,6862560,3200.0,4.0,4.0,AWD (All Wheel Drive),BS IV,"Front, Longitudinal",Injection,88.0,Diesel,11.56,2335.0,5,235.0,7.0,,True,148.570798,3800.0,441.0,2000.0
